University,Course,Employment,Salary,Cost
NTU,Business and Computing,94.4,4600,2,0.957574969,1.205436025,0.960360558,3.123371552
NTU,Science (with Education),100,3525,2,1.018762696,0.890591013,0.960360558,2.869714268
NTU,Arts (with Education),100,3525,2,1.018762696,0.890591013,0.960360558,2.869714268
NTU,Accountancy and Business,97.4,3500,2,0.990354109,0.883269036,0.960360558,2.833983703
NTU,Computer Science,94.6,3500,2,0.959760245,0.883269036,0.960360558,2.80338984
NTU,Maritime Studies,94.2,3398,2,0.955389693,0.85339537,0.960360558,2.769145621
NTU,Information Engineering and Media,94.6,3350,2,0.959760245,0.839337174,0.960360558,2.759457977
NTU,Civil Engineering,92.4,3300,2,0.93572221,0.82469322,0.960360558,2.720775988
NTU,Accountancy (3-yr direct Honours Programme),97.3,2900,2,0.989261471,0.707541588,0.960360558,2.657163617
NTU,Mathematical Science,88.5,3500,2,0.893109328,0.883269036,0.960360558,2.736738923
NTU,Economics,91.3,3300,2,0.923703192,0.82469322,0.960360558,2.70875697
NTU,Chinese,91.1,3300,2,0.921517916,0.82469322,0.960360558,2.706571694
NTU,Electrical and Electronic Engineering,89.1,3400,2,0.899665156,0.853981128,0.960360558,2.714006842
NTU,Business (3-yr direct Honours Programme),89.6,3300,2,0.905128346,0.82469322,0.960360558,2.690182124
NTU,Mathematics & Economics,89.4,3300,2,0.90294307,0.82469322,0.960360558,2.687996848
NTU,Sociology,86.1,3500,2,0.866886017,0.883269036,0.960360558,2.710515611
NTU,Physics / Applied Physics,85.7,3450,2,0.862515465,0.868625082,0.960360558,2.691501105
NTU,Aerospace Engineering,82.4,3675,2,0.826458411,0.934522875,0.960360558,2.721341845
NTU,Mechanical Engineering,86,3350,2,0.865793379,0.839337174,0.960360558,2.665491111
NTU,Computer Engineering,83.3,3500,2,0.836292153,0.883269036,0.960360558,2.679921747
NTU,Communication Studies,87.7,3000,2,0.884368224,0.736829496,0.960360558,2.581558278
NTU,Biomedical Sciences (Traditional Chinese Medicine),94.4,2500,2,0.957574969,0.590389956,0.960360558,2.508325483
NTU,History,87.2,3000,2,0.878905034,0.736829496,0.960360558,2.576095089
NTU,Linguistics And Multilingual Studies,81.8,3365,2,0.819902583,0.84373036,0.960360558,2.623993502
NTU,Chemical and Biomolecular Engineering,80.6,3400,2,0.806790928,0.853981128,0.960360558,2.621132614
NTU,Sports Science and Management,83.1,3200,2,0.834106877,0.795405312,0.960360558,2.589872747
NTU,Materials Engineering,81.3,3300,2,0.814439394,0.82469322,0.960360558,2.599493172
NTU,Psychology,82.1,3200,2,0.823180497,0.795405312,0.960360558,2.57894636
NTU,Biological Sciences,80.5,3175,2,0.80569829,0.788083335,0.960360558,2.554142183
NTU,Chemistry & Biological Chemistry,80.6,3149,2,0.806790928,0.780468479,0.960360558,2.547619965
NTU,Environmental Engineering,80.6,3100,2,0.806790928,0.766117404,0.960360558,2.53326889
NTU,Bioengineering,77.8,3237,2,0.776197064,0.806241838,0.960360558,2.54279946
NTU,"Art, Design & Media",79.7,2700,2,0.796957186,0.648965772,0.960360558,2.406283516
NTU,English,75,3000,2,0.745603201,0.736829496,0.960360558,2.442793255
NUS,Arts,86.1,3000,1,0.866886017,0.736829496,0.227687291,1.831402803
NUS,Medicine and Bachelor of Surgery (MBBS),99.4,5000,1,1.012206868,1.322587657,0.227687291,2.562481816
NUS,Laws (LLB) (Hons),97.7,4900,1,0.993632023,1.293299749,0.227687291,2.514619062
NUS,Dental Surgery,100,4050,1,1.018762696,1.044352531,0.227687291,2.290802518
NUS,Computing (Computer Science),96.3,4000,1,0.978335091,1.029708577,0.227687291,2.235730958
NUS,Computing (Information Systems),94,4000,1,0.953204417,1.029708577,0.227687291,2.210600285
NUS,Science (Pharmacy) (Hons),99.1,3600,1,1.008928954,0.912556944,0.227687291,2.149173189
NUS,Arts (Architecture)**,93.2,4000,1,0.944463313,1.029708577,0.227687291,2.201859181
NUS,Business Administration (Hons),96.4,3620,1,0.979427729,0.918414526,0.227687291,2.125529546
NUS,Science (Nursing) (Hons),95.1,3500,1,0.965223435,0.883269036,0.227687291,2.076179762
NUS,Engineering (Computer Engineering),89.1,3900,1,0.899665156,1.000420669,0.227687291,2.127773115
NUS,Engineering (Civil Engineering),95.3,3420,1,0.967408711,0.85983871,0.227687291,2.054934712
NUS,Business Administration (Accountancy) (Hons),99,3075,1,1.007836316,0.758795427,0.227687291,1.99431903
NUS,Engineering (Electrical Engineering),91.9,3500,1,0.93025902,0.883269036,0.227687291,2.041215347
NUS,Science (Nursing),93.2,3400,1,0.944463313,0.853981128,0.227687291,2.026131732
NUS,Engineering (Materials Science and Engineering),90.2,3540,1,0.911684174,0.8949842,0.227687291,2.034355664
NUS,Arts (Hons),90.7,3500,1,0.917147364,0.883269036,0.227687291,2.028103691
